year_of_census,1. Sector,2. Sector,3. Sector,delta,age
1895,0.425,0.309,0.265,0.0082,52
1895,0.418,0.315,0.268,0.0081,51
1895,0.41,0.32,0.269,0.0084,50
1895,0.403,0.326,0.271,0.0087,49
1895,0.397,0.331,0.273,0.0087,48
1895,0.39,0.335,0.275,0.0088,47
1895,0.384,0.34,0.276,0.0088,46
1895,0.377,0.344,0.279,0.0088,45
1895,0.368,0.348,0.284,0.0093,44
1895,0.36,0.352,0.288,0.0098,43
1895,0.352,0.356,0.292,0.0102,42
1895,0.345,0.359,0.296,0.0105,41
1895,0.339,0.364,0.297,0.0105,40
1895,0.334,0.369,0.297,0.0105,39
1895,0.329,0.375,0.296,0.0104,38
1895,0.325,0.38,0.295,0.0104,37
1895,0.321,0.384,0.295,0.0097,36
1895,0.316,0.387,0.297,0.0092,35
1895,0.31,0.384,0.305,0.0085,34
1895,0.305,0.381,0.314,0.008,33
1895,0.298,0.377,0.324,0.0078,32
1895,0.293,0.373,0.335,0.0075,31
1895,0.288,0.366,0.346,0.0077,30
1895,0.285,0.356,0.359,0.0077,29
1895,0.284,0.343,0.373,0.0098,28
1895,0.282,0.33,0.388,0.0125,27
1895,0.279,0.316,0.405,0.0155,26
1895,0.279,0.3,0.422,0.0182,25
1895,0.289,0.295,0.415,0.0174,24
1895,0.299,0.295,0.406,0.016,23
1895,0.309,0.294,0.397,0.0145,22
1895,0.319,0.293,0.388,0.0151,21
1895,0.33,0.292,0.378,0.0154,20
1895,0.34,0.291,0.369,0.0155,19
1895,0.351,0.289,0.36,0.0159,18
1895,0.365,0.273,0.363,0.0189,17
1895,0.381,0.249,0.371,0.0228,16
