year_of_census,1. Sector,2. Sector,3. Sector,delta,age
1882,0.495,0.309,0.197,0.0065,51
1882,0.488,0.314,0.197,0.0063,50
1882,0.482,0.32,0.198,0.0062,49
1882,0.475,0.326,0.199,0.0062,48
1882,0.469,0.332,0.2,0.006,47
1882,0.462,0.338,0.2,0.006,46
1882,0.456,0.344,0.201,0.0059,45
1882,0.447,0.352,0.202,0.0064,44
1882,0.436,0.361,0.203,0.0072,43
1882,0.425,0.37,0.204,0.0087,42
1882,0.416,0.379,0.205,0.0086,41
1882,0.41,0.383,0.207,0.0084,40
1882,0.405,0.388,0.207,0.0082,39
1882,0.399,0.392,0.208,0.0079,38
1882,0.394,0.396,0.21,0.0074,37
1882,0.39,0.398,0.212,0.0066,36
1882,0.386,0.401,0.213,0.006,35
1882,0.381,0.398,0.222,0.0042,34
1882,0.376,0.394,0.23,0.0035,33
1882,0.374,0.389,0.237,0.0029,32
1882,0.372,0.383,0.245,0.0032,31
1882,0.37,0.377,0.253,0.0043,30
1882,0.367,0.371,0.262,0.0055,29
1882,0.365,0.365,0.27,0.0065,28
1882,0.362,0.359,0.278,0.0077,27
1882,0.359,0.353,0.287,0.009,26
1882,0.358,0.343,0.298,0.0116,25
1882,0.367,0.345,0.288,0.0125,24
1882,0.377,0.343,0.28,0.0135,23
1882,0.387,0.34,0.273,0.0138,22
1882,0.397,0.337,0.266,0.0149,21
1882,0.408,0.334,0.258,0.0152,20
1882,0.418,0.331,0.251,0.0155,19
1882,0.433,0.327,0.241,0.018,18
1882,0.449,0.33,0.221,0.0209,17
1882,0.489,0.306,0.205,0.0275,16
